NIN,Age,State_of_Origin,Gender,NIN_Linkage_Count,Login_Frequency,Geographic_Velocity,Device_Reputation_Score,Sector_Conflict_Flag,Failed_Auth_Attempts,Access_Hour,BVN_Status,NHIA_Status,JAMB_Status,FRSC_Status,Voter_ID_Status,Age_Consistency_Score,Name_Mismatch_Flag,Sector_Access_Frequency,Anomaly_Flag
42156503000,50,Zamfara,M,2,1,64.6263,0.9706,0,0,20,1,0,0,0,1,0.9929,0,11,0
10288341197,36,Kebbi,M,3,5,16.2381,0.9532,0,0,15,1,1,0,0,1,0.7888,0,15,0
91599201397,38,Kwara,M,3,4,39.2214,0.7751,0,1,12,0,1,1,0,1,0.8271,0,2,0
11809723320,40,Ebonyi,M,4,4,18.7508,0.8662,0,2,19,1,1,0,1,1,0.9372,0,4,0
37675725098,24,Osun,F,4,1,40.4893,0.6426,0,0,21,1,1,1,0,1,0.7753,0,5,0
96982994332,46,Akwa Ibom,F,3,3,53.4634,0.91,0,2,16,1,0,0,1,1,0.7963,0,5,0
31765391779,61,Ebonyi,F,3,2,70.231,0.7932,0,0,9,0,1,0,1,1,0.9315,0,10,0
79834708112,54,Kogi,M,1,5,18.6177,0.6807,0,0,6,0,0,0,0,1,0.7796,0,8,0
63029857829,20,Lagos,M,5,8,45.7796,0.8739,1,0,4,1,1,1,1,1,0.0807,1,21,1
20284818320,36,Akwa Ibom,M,2,1,66.0104,0.8065,0,0,13,1,0,0,0,1,0.92,0,7,0
58207945726,41,Zamfara,F,3,2,35.0822,0.9761,0,2,17,1,0,0,1,1,0.8357,0,13,0
51693586502,47,Gombe,M,1,2,70.0777,0.5939,0,1,22,0,1,0,0,0,0.8936,0,12,0
57683869805,29,Kaduna,F,5,3,38.3358,0.9288,0,1,16,1,1,1,1,1,0.8443,0,10,0
91899168674,58,Niger,M,3,3,54.7091,0.711,0,2,10,1,0,0,1,1,0.9975,0,4,0
79867900207,44,Kwara,M,2,2,47.4107,0.7274,0,0,13,0,1,0,0,1,0.8887,0,9,0
14120093782,53,Bauchi,M,5,3,16.0021,0.954,0,2,14,1,1,1,1,1,0.876,0,12,0
35455044394,76,Rivers,M,3,2,60.653,0.9567,0,2,15,1,1,0,1,0,0.7544,0,7,0
31889672084,67,Delta,M,3,5,73.7107,0.7659,0,2,12,1,0,0,1,1,0.8175,0,12,0
23446007598,35,Plateau,F,3,4,60.7956,0.6353,0,2,17,1,1,0,1,0,0.8433,0,15,0
50395595716,45,Cross River,F,3,4,73.9748,0.9048,0,0,9,1,0,0,1,1,0.9273,0,11,0
59559135278,42,Cross River,F,4,1,20.3484,0.6355,0,0,10,1,1,0,1,1,0.9885,0,13,0
69210564192,72,Adamawa,F,2,1,3.0231,0.6214,0,1,11,1,0,0,0,1,0.8434,0,12,0
29617557040,80,Bauchi,M,3,5,30.7495,0.6714,0,1,10,1,0,0,1,1,0.7873,0,11,0
45546324114,51,Kano,M,4,4,56.6101,0.8604,0,2,17,1,0,1,1,1,0.9282,0,4,0
56546919348,79,Anambra,M,3,2,36.9649,0.9281,0,1,9,1,1,0,0,1,0.9622,0,5,0
51065508773,46,Sokoto,F,4,2,0.293,0.6209,0,2,11,1,1,0,1,1,0.9443,0,6,0
34490122369,19,Imo,F,4,1,41.9065,0.6941,0,0,15,1,1,1,0,1,0.8813,0,14,0
90294840115,55,Kebbi,F,4,2,73.2284,0.8831,0,1,8,1,1,1,1,0,0.7532,0,3,0
84357304822,69,Yobe,M,3,2,45.6789,0.5974,0,1,15,1,0,0,1,1,0.8661,0,4,0
86249965225,30,Yobe,M,4,5,1.995,0.6086,0,2,21,1,1,0,1,1,0.8554,0,2,0
42822464498,57,Yobe,F,1,1,60.5353,0.654,0,1,7,1,0,0,0,0,0.9491,0,12,0
35172992121,26,Kano,M,5,1,3.9589,0.9164,0,2,20,1,1,1,1,1,0.8458,0,5,0
15796059922,79,Bauchi,M,3,1,46.0419,0.7941,0,2,7,1,0,0,1,1,0.8813,0,1,0
28492714785,23,Jigawa,M,4,1,53.0198,0.6909,0,1,13,1,1,1,0,1,0.7548,0,13,0
95634381802,67,Katsina,M,2,5,36.2246,0.6311,0,1,20,1,1,0,0,0,0.8625,0,15,0
24605674732,51,Lagos,M,4,2,54.5631,0.9555,0,0,11,1,1,0,1,1,0.8673,0,13,0
96166891686,32,Abia,M,3,14,12.3987,0.8749,0,2,0,1,1,1,0,0,0.836,0,49,1
46547092563,61,Osun,F,3,3,50.7483,0.9092,0,1,20,1,0,0,1,1,0.9473,0,11,0
68418293798,69,Sokoto,M,4,15,2058.0805,0.714,1,1,17,1,1,0,1,1,0.799,0,2,1
45698991753,70,Sokoto,F,4,6,973.3906,0.1346,0,15,20,1,1,0,1,1,0.4287,0,4,1
20070402173,43,Ekiti,M,4,4,67.7939,0.5556,0,2,14,1,1,0,1,1,0.7696,0,9,0
87269797986,43,Niger,F,4,4,0.3357,0.8868,0,2,18,1,1,0,1,1,0.9979,0,8,0
87283277164,57,Adamawa,F,3,5,69.6243,0.8487,0,2,16,1,0,0,1,1,0.815,0,14,0
36218695108,40,Benue,M,4,4,69.2718,0.8724,0,2,6,1,1,0,1,1,0.8214,0,15,0
36247937380,80,Ekiti,M,3,4,23.9736,0.9724,0,2,9,1,1,0,0,1,0.8473,0,5,0
91954903417,33,Akwa Ibom,F,5,5,77.8334,0.5791,0,2,20,1,1,1,1,1,0.9128,0,4,0
75026903328,70,Jigawa,F,5,2,6.2068,0.8936,0,2,14,1,1,1,1,1,0.7884,0,6,0
75425137794,67,Taraba,M,3,3,30.4981,0.7778,0,2,17,1,1,0,0,1,0.9555,0,3,0
18611593150,65,Anambra,M,3,2,13.2882,0.6541,0,1,22,1,0,0,1,1,0.8439,0,10,0
14768085085,76,Kogi,F,3,2,16.859,0.6511,0,2,10,1,0,0,1,1,0.7793,0,12,0
77254052972,49,FCT,F,3,5,10.6569,0.9765,0,0,7,0,1,0,1,1,0.8977,0,5,0
73502791406,66,Niger,M,4,4,15.4485,0.1125,0,6,16,1,1,0,1,1,0.77,0,6,1
88897309911,70,Niger,M,4,4,62.6564,0.5851,0,1,9,0,1,1,1,1,0.9907,0,12,0
49748787241,59,Akwa Ibom,M,3,2,45.4042,0.7047,0,1,18,1,1,0,0,1,0.7918,0,4,0
53575075690,45,Kano,F,3,1,4.5085,0.5683,0,1,20,1,1,0,0,1,0.8776,0,15,0
99233668828,27,Bayelsa,F,3,1,67.9354,0.6944,0,2,16,0,0,1,1,1,0.9698,0,7,0
86029915944,50,Zamfara,M,5,4,56.3406,0.9978,0,2,16,1,1,1,1,1,0.9512,0,9,0
37876916057,20,Anambra,F,3,2,30.4136,0.7192,0,2,11,1,0,1,1,0,0.8377,0,7,0
80269013901,28,Edo,F,4,3,11.9978,0.785,0,2,10,1,0,1,1,1,0.9853,0,4,0
17751872242,62,Zamfara,F,4,3,15.8125,0.9467,0,1,16,1,1,0,1,1,0.8209,0,15,0
20946440974,72,Nasarawa,M,1,5,22.7489,0.9077,0,1,9,0,0,0,0,0,0.9275,0,13,0
92482500829,60,Ondo,M,3,1,67.5336,0.7482,0,1,21,1,1,0,0,1,0.7956,0,1,0
30250015431,55,Katsina,M,1,1,44.5992,0.7957,0,1,22,1,0,0,0,0,0.831,0,8,0
17780144133,63,Ondo,M,2,3,3.2072,0.9291,0,2,15,1,0,0,0,1,0.8021,0,13,0
75512931975,56,Sokoto,M,3,16,81.6544,0.7148,0,3,3,1,1,0,0,1,0.7432,0,37,1
70011211209,42,Edo,M,3,1,46.4754,0.7001,0,2,19,1,1,0,0,1,0.8263,0,15,0
30940766380,23,Ogun,F,5,3,73.5488,0.7939,0,2,17,1,1,1,1,1,0.9038,0,7,0
98384341291,27,Kogi,F,3,4,67.5925,0.9,0,2,6,1,0,1,1,0,0.884,0,1,0
99780465996,22,FCT,M,5,2,17.5364,0.6535,0,0,7,1,1,1,1,1,0.9192,0,4,0
96200667598,71,Jigawa,F,4,6,9.3292,0.5811,1,3,23,1,1,0,1,1,0.2233,1,7,1
48303704935,42,Zamfara,M,3,3,3.7668,0.9135,0,0,10,1,0,0,1,1,0.9777,0,4,0
45491220486,57,Cross River,M,3,4,63.9052,0.8782,0,2,21,1,0,0,1,1,0.8643,0,2,0
51771671351,27,Rivers,M,4,1,40.4111,0.8248,0,0,19,0,1,1,1,1,0.9535,0,12,0
74643793093,37,Lagos,F,3,2,67.817,0.617,0,1,18,1,0,0,1,1,0.8531,0,13,0
44273142791,76,Jigawa,M,4,1,3.4173,0.7011,0,2,10,1,1,0,1,1,0.9783,0,2,0
26896028009,21,Edo,F,2,3,59.0845,0.8202,0,1,12,1,0,0,0,1,0.9166,0,1,0
57951201391,34,Taraba,M,2,5,52.1999,0.9716,0,1,9,1,0,0,0,1,0.9845,0,2,0
72325035823,38,Borno,F,4,1,26.4773,0.7338,0,1,18,1,1,0,1,1,0.7504,0,11,0
88982573968,55,Ebonyi,M,3,5,78.0684,0.5645,0,0,11,1,1,0,1,0,0.8815,0,9,0
42673702966,24,Enugu,F,3,4,4.4886,0.8467,0,1,10,1,0,0,1,1,0.8641,0,8,0
74471227963,76,Ekiti,M,4,5,73.1602,0.7378,0,1,19,1,1,0,1,1,0.7937,0,7,0
92749688545,60,Ebonyi,M,3,9,2177.9119,0.3813,1,1,13,1,0,1,0,1,0.8351,0,5,1
33806055706,24,Delta,M,3,2,78.9533,0.6339,0,0,20,1,1,0,0,1,0.9572,0,2,0
17469220712,77,Kogi,F,4,4,55.1156,0.8328,0,2,22,1,1,0,1,1,0.8813,0,10,0
44485029585,33,Taraba,M,5,1,33.584,0.5563,0,0,17,1,1,1,1,1,0.8515,0,15,0
57975823044,20,Delta,M,3,1,36.2005,0.86,0,1,18,1,0,1,1,0,0.7857,0,9,0
65391694202,47,Kebbi,M,3,5,5.2765,0.6105,0,1,14,0,1,0,1,1,0.7928,0,1,0
84448587262,52,Osun,F,4,5,15.5082,0.9875,0,2,7,1,1,0,1,1,0.7504,0,7,0
71390344377,58,Abia,M,2,4,49.2175,0.7914,0,0,11,0,1,0,0,1,0.7972,0,3,0
62976680788,20,Gombe,F,3,4,33.0164,0.6143,0,0,14,1,0,1,0,1,0.7959,0,1,0
89082565783,62,Rivers,M,5,5,37.2356,0.6221,0,2,20,1,1,1,1,1,0.9176,0,13,0
52601253169,36,Ekiti,M,3,4,14.755,0.6127,0,1,14,1,1,0,0,1,0.821,0,12,0
75958168215,26,Ogun,F,4,5,8.7378,0.9241,0,2,17,1,0,1,1,1,0.8219,0,4,0
75767810825,72,Zamfara,M,2,3,54.7342,0.8822,0,1,20,1,0,0,0,1,0.7975,0,1,0
90904247373,51,Benue,F,4,1,39.8984,0.9074,0,1,22,1,1,0,1,1,0.7529,0,15,0
18191355045,51,Nasarawa,M,3,4,78.0216,0.6892,0,2,9,1,1,0,0,1,0.9549,0,1,0
22070392323,67,Enugu,M,3,5,77.5569,0.976,0,1,9,1,1,0,0,1,0.8032,0,3,0
73054998993,23,Borno,M,3,2,64.4305,0.6533,0,0,13,1,0,0,1,1,0.9448,0,11,0
31094104614,29,Kebbi,F,5,4,10.3735,0.8949,0,1,10,1,1,1,1,1,0.9848,0,14,0
81163410666,45,Ekiti,M,4,4,61.6165,0.5731,0,1,22,1,1,0,1,1,0.7565,0,11,0
22691306491,77,Kebbi,M,2,3,29.5088,0.9791,0,2,16,0,0,0,1,1,0.9333,0,6,0
84557210324,56,Taraba,M,3,1,59.1498,0.8526,0,2,16,0,1,0,1,1,0.7854,0,9,0
46343689019,49,Jigawa,F,2,3,56.2666,0.7478,0,0,9,0,0,0,1,1,0.8161,0,8,0
41585240615,41,Lagos,M,4,1,65.5042,0.8914,0,0,9,1,1,0,1,1,0.9492,0,1,0
74064625474,74,Bauchi,M,3,4,71.1876,0.7387,0,1,14,1,0,0,1,1,0.8394,0,9,0
46416525148,61,Imo,M,4,5,9.1798,0.5777,0,1,20,1,1,0,1,1,0.7515,0,13,0
25207164651,80,Jigawa,F,3,1,26.5777,0.9222,0,0,19,1,1,0,0,1,0.8393,0,5,0
99447512994,60,Kano,F,3,3,78.0109,0.6757,0,0,11,1,0,1,0,1,0.7536,0,1,0
70212046482,67,Edo,M,3,1,19.0848,0.684,0,2,14,1,0,1,0,1,0.8753,0,4,0
35999854621,61,Bauchi,M,3,3,7.1835,0.8147,0,1,12,1,0,0,1,1,0.9484,0,14,0
56611583423,23,Kwara,F,3,4,52.9245,0.5858,0,2,22,1,0,1,0,1,0.9648,0,2,0
88757922454,78,Gombe,M,4,1,79.0529,0.7154,0,2,20,1,1,0,1,1,0.9296,0,9,0
34188610909,55,Ogun,M,3,4,3.486,0.8175,0,1,18,1,0,0,1,1,0.7675,0,1,0
27279131408,32,Borno,F,4,3,37.862,0.9951,0,0,13,1,1,1,0,1,0.7709,0,3,0
10766541759,63,Sokoto,F,4,1,55.5417,0.9504,0,2,20,1,1,0,1,1,0.8405,0,14,0
10820360695,69,Bayelsa,M,3,3,15.0009,0.865,0,1,9,1,1,0,0,1,0.9077,0,9,0
91133099279,63,Jigawa,M,3,5,38.7881,0.7048,0,2,16,1,0,0,1,1,0.9302,0,9,0
49293344222,53,Lagos,M,2,5,8.2503,0.6192,0,2,21,1,0,0,0,1,0.9165,0,5,0
58898277399,38,Plateau,M,2,4,33.4928,0.7737,0,2,21,1,0,0,0,1,0.8831,0,14,0
97544505099,49,Zamfara,F,4,1,31.6634,0.9455,0,2,13,1,1,0,1,1,0.7623,0,8,0
26570467709,59,Ebonyi,M,4,2,7.5606,0.5558,0,2,7,1,1,0,1,1,0.8696,0,6,0
89222532109,66,Akwa Ibom,M,2,3,46.1833,0.6052,0,0,9,0,0,0,1,1,0.8608,0,12,0
31377038849,23,Osun,F,4,4,43.3866,0.5513,0,1,10,1,1,0,1,1,0.9626,0,3,0
60240412890,20,Akwa Ibom,M,5,4,30.9546,0.5642,0,2,16,1,1,1,1,1,0.8985,0,4,0
72361607954,24,Kano,F,4,3,37.1418,0.9817,0,0,16,1,0,1,1,1,0.8669,0,2,0
13231110151,52,Adamawa,F,2,2,68.7269,0.9186,0,2,8,1,0,0,0,1,0.8962,0,5,0
62419008361,42,Imo,M,3,2,67.8685,0.8586,0,2,10,1,0,0,1,1,0.9395,0,13,0
59084852491,43,Ebonyi,M,3,5,39.1732,0.5658,0,2,12,1,1,0,0,1,0.8189,0,3,0
35008811458,80,Bauchi,F,2,2,40.9568,0.7642,0,2,11,1,1,0,0,0,0.8874,0,1,0
79961516162,24,Kaduna,F,5,1,52.4918,0.7865,0,0,11,1,1,1,1,1,0.9342,0,2,0
96942272087,20,Cross River,M,5,2,39.9431,0.8193,0,1,22,1,1,1,1,1,0.9734,0,13,0
41448367070,59,Borno,M,2,2,53.3956,0.9454,0,1,21,1,0,0,1,0,0.7832,0,5,0
28318281295,65,Imo,M,3,3,75.6741,0.9052,0,0,7,1,1,0,0,1,0.8196,0,6,0
61642372979,64,Rivers,F,4,2,67.4015,0.6509,0,1,13,1,1,1,1,0,0.7642,0,14,0
94569426053,24,Gombe,F,3,2,71.9235,0.6136,0,1,16,1,0,1,0,1,0.8683,0,8,0
27057911967,23,Bayelsa,F,4,1,69.8342,0.8088,0,1,14,1,1,1,0,1,0.8924,0,9,0
70113042951,55,Edo,F,4,5,24.6907,0.922,0,2,9,1,1,0,1,1,0.8069,0,11,0
20580639463,60,Ogun,F,2,3,29.6472,0.6025,0,0,22,1,0,0,0,1,0.8223,0,6,0
68826225849,54,Yobe,M,3,5,18.4791,0.9732,0,0,14,1,1,0,0,1,0.9647,0,11,0
35540431699,60,Kwara,F,3,2,72.2101,0.7576,0,2,22,1,1,0,1,0,0.9835,0,8,0
97951678891,49,Bayelsa,F,5,3,68.6919,0.8437,0,2,21,1,1,1,1,1,0.9663,0,12,0
77700404017,36,Akwa Ibom,M,2,2,21.7945,0.9096,0,2,17,1,0,1,0,0,0.8575,0,8,0
28366587316,67,Enugu,F,4,5,52.9424,0.8297,0,0,15,1,1,0,1,1,0.9372,0,10,0
55470270982,73,Abia,M,3,5,5.0903,0.7362,0,0,12,0,1,0,1,1,0.8122,0,10,0
27922859518,77,Rivers,M,2,5,60.3485,0.6536,0,2,21,0,0,0,1,1,0.7532,0,7,0
77010343843,18,Edo,M,3,1,62.0731,0.7281,0,0,15,1,0,1,0,1,0.8396,0,4,0
18877433487,23,Imo,M,3,1,1.9287,0.5889,0,0,12,0,0,1,1,1,0.8615,0,9,0
38763729625,26,Jigawa,M,4,5,74.3795,0.926,0,2,21,1,0,1,1,1,0.8893,0,1,0
80926052481,44,Kogi,F,3,3,31.8508,0.7316,0,1,10,0,1,0,1,1,0.7847,0,10,0
37302960891,55,Yobe,F,1,4,50.5573,0.929,0,0,15,1,0,0,0,0,0.7526,0,10,0
53640762040,65,Nasarawa,M,3,3,62.7495,0.7098,0,2,18,0,1,0,1,1,0.7998,0,14,0
39873503697,37,Imo,M,3,3,42.2216,0.8938,0,0,6,1,1,0,0,1,0.8905,0,4,0
65280276211,29,Enugu,M,4,2,77.2624,0.9558,0,0,14,1,0,1,1,1,0.7547,0,13,0
43233970815,66,Delta,F,3,8,985.2162,0.0499,1,6,17,1,1,0,0,1,0.18,0,15,1
19874162149,62,Cross River,M,4,2,20.0004,0.7695,0,2,20,1,1,0,1,1,0.9781,0,8,0
34963675702,43,Ogun,M,4,1,29.2449,0.8343,0,0,13,1,1,0,1,1,0.8308,0,3,0
36019932801,27,Enugu,F,4,5,56.0316,0.7444,0,2,14,1,0,1,1,1,0.9268,0,8,0
29378065899,77,Jigawa,F,4,1,27.1769,0.6908,0,0,9,1,1,0,1,1,0.8428,0,4,0
61850941101,78,Taraba,F,2,5,51.3184,0.8889,0,0,8,0,0,0,1,1,0.779,0,6,0
56944297011,24,Adamawa,F,5,5,3.0844,0.5827,0,2,7,1,1,1,1,1,0.7867,0,6,0
54547082775,70,Nasarawa,M,3,3,69.2308,0.6328,0,0,6,1,1,0,0,1,0.9868,0,10,0
84354808571,44,Edo,M,2,3,22.3847,0.7405,0,2,16,0,1,0,0,1,0.8191,0,6,0
37659287640,34,Ebonyi,M,4,5,28.6549,0.7641,0,0,21,1,0,1,1,1,0.9168,0,8,0
49437829108,33,Katsina,F,2,5,69.4184,0.9787,0,2,11,0,1,1,0,0,0.8948,0,2,0
94095394278,59,Katsina,M,3,1,22.7029,0.8487,0,2,16,1,1,0,1,0,0.7733,0,13,0
12305712372,43,Ondo,M,4,4,67.5215,0.9876,0,0,6,1,1,0,1,1,0.9551,0,15,0
70024433981,37,Bayelsa,F,2,4,41.031,0.5695,0,0,15,1,0,0,0,1,0.7935,0,3,0
74776066820,45,Kwara,M,3,4,50.2077,0.9548,0,0,13,1,1,0,1,0,0.9044,0,2,0
14660985871,71,Rivers,F,3,1,25.5461,0.968,0,0,17,1,0,0,1,1,0.9706,0,7,0
65217155360,78,Oyo,M,2,2,42.5777,0.6474,0,0,16,0,0,0,1,1,0.8889,0,4,0
67121920633,35,Enugu,M,5,2,43.6085,0.6207,0,1,13,1,1,1,1,1,0.8916,0,1,0
75879184277,28,Kogi,M,3,2,64.4237,0.5826,0,2,15,1,0,0,1,1,0.9648,0,3,0
68122043303,23,Ebonyi,F,5,3,64.685,0.8073,0,2,15,1,1,1,1,1,0.9473,0,9,0
35823222395,53,Ogun,M,1,2,66.4383,0.9996,0,0,21,0,0,0,0,0,0.782,0,12,0
51676213930,31,Kebbi,F,4,4,41.3901,0.9893,0,0,14,0,1,1,1,1,0.8532,0,12,0
66623715991,50,Anambra,M,4,2,15.6442,0.5582,0,2,14,1,1,0,1,1,0.9827,0,8,0
51185455849,42,Edo,M,5,2,66.6994,0.6265,0,0,8,1,1,1,1,1,0.833,0,9,0
75065621068,41,FCT,F,4,2,10.1496,0.603,0,2,19,1,1,1,0,1,0.8827,0,3,0
20842041488,50,Borno,M,3,5,6.5092,0.7457,0,0,11,1,1,0,0,1,0.9213,0,11,0
42162984765,27,Kebbi,M,4,4,25.7631,0.5924,0,2,13,1,1,1,0,1,0.7693,0,5,0
44725135895,56,Imo,F,2,4,38.8444,0.6669,0,1,12,1,0,0,0,1,0.7676,0,11,0
87465145020,76,Bayelsa,F,4,3,27.1855,0.6899,0,2,13,1,1,0,1,1,0.7597,0,2,0
72209389315,71,Bayelsa,F,5,2,75.5239,0.9853,0,1,12,1,1,1,1,1,0.8012,0,4,0
77349914853,33,Rivers,F,3,5,30.4995,0.814,0,0,11,0,1,0,1,1,0.9496,0,8,0
77002560904,29,Kebbi,M,3,5,22.8716,0.6339,0,2,10,1,0,1,0,1,0.9387,0,4,0
32402098827,38,Bayelsa,F,2,4,27.4865,0.8396,0,0,9,1,0,0,0,1,0.8439,0,5,0
52049636273,73,Katsina,M,2,5,77.6767,0.6304,0,0,17,1,0,0,1,0,0.9902,0,4,0
95661032468,80,Niger,F,3,4,13.8647,0.6406,0,2,21,0,1,0,1,1,0.9897,0,3,0
36563396359,38,Ondo,M,4,2,45.5838,0.6053,0,1,18,1,1,0,1,1,0.8491,0,5,0
55883341579,80,Taraba,M,3,3,65.7536,0.6819,0,1,18,1,1,0,1,0,0.9693,0,9,0
32363271327,55,Plateau,F,2,4,3.2782,0.8715,0,2,12,0,0,0,1,1,0.8367,0,12,0
81456933142,34,Kogi,M,3,2,24.9333,0.7461,0,2,17,1,0,1,1,0,0.8278,0,15,0
62677381362,54,Delta,M,3,3,45.4294,0.986,0,2,7,1,1,0,1,0,0.8894,0,9,0
35608360572,46,Ondo,F,3,1,18.7006,0.6791,0,0,6,0,0,1,1,1,0.9712,0,3,0
14691072368,79,Ebonyi,F,4,1,46.6889,0.7575,0,0,15,1,1,0,1,1,0.9697,0,1,0
67376224557,28,Rivers,M,4,4,43.9996,0.7722,0,0,17,1,0,1,1,1,0.8716,0,14,0
36639943877,54,Enugu,F,5,5,60.8923,0.8715,0,1,19,1,1,1,1,1,0.7893,0,12,0
94418376877,69,Nasarawa,M,4,2,25.828,0.5556,0,0,9,1,1,0,1,1,0.8709,0,14,0
67176282449,62,Gombe,F,5,1,24.1017,0.5667,0,2,14,1,1,1,1,1,0.7581,0,9,0
55211827826,56,Ogun,M,2,2,10.1919,0.6848,0,1,19,1,0,0,0,1,0.896,0,9,0
15534306903,49,Ekiti,F,4,1,71.8883,0.771,0,2,9,1,0,1,1,1,0.7798,0,4,0
58610920371,34,Kebbi,F,4,3,52.681,0.6578,0,2,8,1,1,1,1,0,0.8755,0,4,0
36460399994,53,Kaduna,F,3,4,65.5059,0.6221,0,1,12,1,1,0,0,1,0.9567,0,3,0
15951559997,58,Gombe,F,3,5,34.0902,0.9598,0,0,17,1,0,0,1,1,0.7963,0,7,0
30352901983,20,Ogun,M,4,5,73.0896,0.6293,0,2,14,1,1,1,1,0,0.9141,0,13,0
31191289185,27,Gombe,M,4,5,72.1252,0.7826,0,1,17,1,1,1,1,0,0.7646,0,1,0
52286729423,64,Osun,F,2,1,29.1233,0.7581,0,1,16,1,0,0,1,0,0.8583,0,11,0
74126529925,59,Yobe,M,4,3,39.4636,0.8818,0,0,10,1,1,0,1,1,0.9002,0,8,0
90047460417,57,Abia,F,5,5,15.6662,0.59,0,1,6,1,1,1,1,1,0.8326,0,3,0
29332220725,22,Kogi,M,3,15,66.2897,0.5455,0,3,2,1,1,0,1,0,0.5313,0,53,1
69629720820,36,Kebbi,F,3,1,26.2099,0.8299,0,0,6,1,0,1,0,1,0.8463,0,10,0
90257436038,78,Ebonyi,F,2,4,56.7067,0.6572,0,1,8,1,0,0,0,1,0.9342,0,7,0
90830136014,47,Benue,M,4,5,36.8655,0.9786,0,1,12,1,1,0,1,1,0.7798,0,13,0
42166972756,28,Kwara,F,4,2,16.656,0.567,0,1,10,1,0,1,1,1,0.8643,0,3,0
14383875902,59,Benue,F,3,1,3.3238,0.8782,0,2,16,1,0,0,1,1,0.8245,0,6,0
35717355865,27,Adamawa,F,4,3,56.8935,0.6833,0,2,7,1,0,1,1,1,0.9659,0,11,0
63620436479,79,Bauchi,M,4,5,41.2532,0.5659,0,2,10,0,1,1,1,1,0.8237,0,7,0
74426147796,79,Delta,M,3,2,5.7599,0.6359,0,0,17,1,0,0,1,1,0.8912,0,5,0
32137694046,47,Jigawa,M,3,3,14.7834,0.8765,0,2,19,1,1,0,1,0,0.942,0,3,0
70279453963,44,Nasarawa,M,3,1,49.6819,0.6059,0,0,17,1,0,0,1,1,0.9078,0,14,0
61237817590,24,Kwara,M,4,5,34.6806,0.891,0,2,20,1,1,0,1,1,0.837,0,7,0
63912247106,68,Taraba,F,2,4,71.9667,0.6639,0,0,21,1,1,0,0,0,0.9775,0,2,0
87490658344,58,Ebonyi,M,4,4,28.1514,0.9586,0,0,18,1,1,0,1,1,0.9681,0,15,0
35820203108,67,Kebbi,F,2,5,33.2213,0.9155,0,0,19,1,0,0,0,1,0.7524,0,5,0
34921396821,71,Jigawa,M,4,5,10.1116,0.6161,0,2,11,1,1,0,1,1,0.8105,0,12,0
95399831039,38,Kwara,F,3,4,55.9462,0.7046,0,1,19,1,0,1,0,1,0.8713,0,15,0
46566795379,68,Kwara,M,4,1,36.3149,0.6904,0,1,22,1,1,0,1,1,0.9254,0,11,0
73153387580,65,Taraba,F,3,3,4.4425,0.981,0,1,8,1,0,0,1,1,0.9934,0,15,0
52082066979,40,Ogun,M,2,1,61.3891,0.6183,0,1,11,0,0,0,1,1,0.7807,0,13,0
89503958104,64,Nasarawa,F,4,4,24.6433,0.9797,0,2,10,1,1,0,1,1,0.8306,0,5,0
42971480052,21,FCT,M,4,2,2.644,0.6309,0,1,13,0,1,1,1,1,0.9279,0,6,0
62247302164,37,Sokoto,M,4,1,75.6124,0.5939,0,0,22,1,1,0,1,1,0.9063,0,11,0
95318965678,28,Yobe,F,3,1,28.1702,0.7457,0,2,12,0,1,1,0,1,0.9687,0,10,0
34400223837,41,Akwa Ibom,M,2,1,51.5266,0.802,0,2,21,1,1,0,0,0,0.9849,0,1,0
84007709029,26,Zamfara,F,2,4,0.1667,0.8475,0,0,7,0,1,1,0,0,0.9883,0,15,0
75276015478,49,Plateau,F,3,4,49.2296,0.595,0,2,6,1,1,0,1,0,0.8314,0,7,0
75806580185,35,Niger,F,4,5,65.9907,0.7315,0,1,11,1,0,1,1,1,0.9006,0,8,0
62917716025,66,Bauchi,M,2,3,44.6778,0.9257,0,2,17,0,0,0,1,1,0.8113,0,15,0
40344651892,79,Niger,M,3,5,53.9528,0.8739,0,2,22,1,1,0,1,0,0.8425,0,15,0
62098019703,19,Adamawa,M,3,1,44.1108,0.769,0,0,6,1,0,1,0,1,0.9214,0,3,0
42665725394,18,Oyo,F,3,4,6.8001,0.6079,0,0,15,1,0,1,0,1,0.9003,0,6,0
65491171681,42,Sokoto,M,3,4,9.5663,0.9993,0,2,16,1,1,0,0,1,0.993,0,11,0
90281960704,53,Kwara,M,2,12,59.6863,0.2874,0,19,4,1,0,0,0,1,0.8233,0,19,1
48744641951,60,FCT,M,4,4,19.0828,0.8694,0,2,6,1,1,0,1,1,0.9774,0,11,0
74026285258,57,Bauchi,M,3,2,49.1313,0.8786,0,0,8,1,0,0,1,1,0.7596,0,6,0
23411714143,44,Kano,M,2,5,51.552,0.8627,0,1,18,1,0,0,0,1,0.8276,0,9,0
30831300307,49,Sokoto,M,2,7,341.4084,0.1789,1,5,2,1,0,0,0,1,0.1009,1,4,1
95344253948,24,Niger,M,5,1,62.2182,0.8952,0,2,18,1,1,1,1,1,0.9791,0,8,0
77006996944,56,Edo,M,3,5,5.78,0.9599,0,0,16,1,0,0,1,1,0.8425,0,12,0
22262114676,24,Bauchi,F,3,1,9.1325,0.8963,0,0,16,1,0,1,1,0,0.7544,0,4,0
